"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"Basic Piano Hymn Playing","basic-piano-hymn-playing","True",20,1842,21,28,"Beginner Level",1.5,"2013-12-12","Musical Instruments"
"#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs","magic-of-eb-key-12-piano-tips-to-play-open-10-ballad-feel","True",35,3137,18,68,"All Levels",1.5,"2014-09-18","Musical Instruments"
"Piano Music Theory (Back To Basics) by JFilt","piano-music-theory-back-to-basics-by-jfilt","False",0,4967,308,12,"Beginner Level",0.5,"2017-02-13","Musical Instruments"
"Guitar - 12  Strumming Patterns You Must Know For Guitar","12-must-know-strumming-patterns","True",50,2154,40,16,"Beginner Level",1,"2015-07-06","Musical Instruments"
"Guitar Lessons for complete beginners - super simple and fun","guitar-lessons-for-complete-beginners","True",20,936,9,12,"Beginner Level",0.67,"2016-09-12","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 3","caged-country-guitar","True",45,1224,17,32,"All Levels",1.5,"2016-09-28","Musical Instruments"
"Classical Guitar Essentials - The Basics Part 2","classical-guitar-essentials-the-basics-part-2","True",95,1030,1,44,"Intermediate Level",4.5,"2017-03-03","Musical Instruments"
"Introduction to Piano - By PGN Piano!","introductiontopiano","False",0,14922,772,8,"Beginner Level",0.67,"2015-08-16","Musical Instruments"
"Keyboard Instruments - Read Sheet Music for Piano Fast!","play-songs-on-the-piano-from-sheet-music","True",50,2788,52,41,"Beginner Level",1.5,"2015-07-01","Musical Instruments"
"How to Play the Guitar: Your 30-Day Guide to Learn Guitar","absolute-beginners-30-day-guitar-challenge","True",20,2686,10,32,"Beginner Level",6,"2016-02-02","Musical Instruments"
"Drumming Accelerator: How To Get The Best Start Possible","drummingaccelerator","True",200,1594,4,34,"Beginner Level",1.5,"2017-04-18","Musical Instruments"
"Play Piano 4: Improvise on popular song Yesterday chords","play-piano-4-improvise-on-popular-song-yesterday-chords","True",50,1018,4,63,"All Levels",1.5,"2016-10-30","Musical Instruments"
"Beginner's Guitar Lessons - Crash Course for Busy Adults","guitar-crash-course-for-adult-beginners-who-want-to-play-now","True",50,1194,9,29,"Beginner Level",2,"2017-05-02","Musical Instruments"
"Getting Started with the Guitar in 5 Days","guitarin5days","False",0,270,1,24,"Beginner Level",1.5,"2017-07-03","Musical Instruments"
"Guitar Lessons - String Bending And Vibrato Essentials","guitar-lessons-string-bending-and-vibrato-essentials","False",0,3325,28,5,"All Levels",1,"2016-02-15","Musical Instruments"
"Piano With Willie: Blues n' Boogie Vol. 1","piano-with-willie-blues-n-boogie-vol-1","True",40,172,26,15,"Intermediate Level",2.5,"2016-04-13","Musical Instruments"
"Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs","piano-runs-fills-4-c6-rolling-waves-waterfall-runs-songs-ending","True",70,834,3,35,"All Levels",1,"2015-11-10","Musical Instruments"
"Chugging - it don't mean a thing if it ain't got that swing!","getchugging","True",200,382,21,25,"All Levels",2.5,"2015-04-20","Musical Instruments"
"Make Your Own Ukulele","make-ukulele","True",85,452,5,23,"All Levels",4.5,"2016-08-29","Musical Instruments"
"Beginner Violin 101: Care Maintenance and the Right Gear","beginner-violin-101-care-maintenance-and-the-right-gear","False",0,5543,107,29,"All Levels",4,"2015-03-03","Musical Instruments"
"Learn How To Play 25 Classic Hip Hop Songs","learn-how-to-play-25-classic-hip-hop-songs","True",25,153,9,27,"All Levels",2.5,"2017-02-13","Musical Instruments"
"Learn Beethoven's Fur Elise on Piano","furelise","True",20,1582,11,6,"All Levels",0.48,"2014-06-13","Musical Instruments"
"Play Violin and Fiddle for beginners - it's fun  - Course 1","play-violin-and-fiddle-for-beginners-its-fun-course-1","True",20,560,8,9,"Beginner Level",1,"2016-03-18","Musical Instruments"
"Piano With Willie Building Technique with Scales Vol. 1","piano-with-willie-technique-builder-vol-1","True",40,111,15,12,"All Levels",1.5,"2016-04-13","Musical Instruments"
"Christmas Piano Songs For The Very Beginner Vol. I","christmas-piano-songs-for-the-very-beginner-vol-i","True",40,1060,3,15,"Beginner Level",1.5,"2015-11-22","Musical Instruments"
"Introduction to Gypsy Jazz Guitar","gypsy-jazz-guitar-lessons","True",95,452,10,18,"All Levels",2.5,"2017-05-14","Musical Instruments"
"Learn How to Play Blues Rock & Boogie Woogie Piano Today","learn-how-to-play-blues-rock-boogie-woogie-piano-today","True",45,2346,11,14,"All Levels",0.65,"2014-10-08","Musical Instruments"
"The Piano Chord Ladder | Learn to Play Thousands of Songs","the-piano-chord-ladder-learn-to-play-thousands-of-songs","True",100,103,2,11,"All Levels",1,"2017-05-31","Musical Instruments"
"Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords","play-piano-5-improvise-on-misty-eb-key-runs-2-5-chords","True",50,833,6,70,"Expert Level",1.5,"2016-11-03","Musical Instruments"
"Playing Piano: Scales and Arpeggios Vol.I : Major keys","playing-piano-major-scales-and-arpeggios-voli","True",50,2358,3,26,"Beginner Level",1,"2016-03-31","Musical Instruments"
"Drumming for Beginners - Simple Way To Learn How To Drum","drumming-for-beginners-learn-how-to-drum-course","True",20,1814,28,22,"Beginner Level",2,"2016-03-02","Musical Instruments"
"Get great playing HARMONICA - a fun new leisure time hobby !","benhewlettharmonicatuitionb1","True",35,2543,44,17,"All Levels",2,"2014-02-12","Musical Instruments"
"Fingerstyle Guitar Mastery: 3 Techniques You Need To Know","3-fingerstyle-guitar-techniques-you-need-to-know","False",0,3042,40,13,"All Levels",0.57,"2016-12-13","Musical Instruments"
"Play Piano 3: Improvise Chords to Enchanted Evening by Ear","play-piano-3-improvise-chords-to-enchanted-evening-by-ear","True",50,809,5,57,"All Levels",1.5,"2016-10-30","Musical Instruments"
"Jazz Guitar Tips Tricks and Licks","jazz-guitar-tips-tricks-and-licks","False",0,9351,331,21,"Intermediate Level",2,"2017-05-01","Musical Instruments"
"Piano From Zero To Pro - Beginner Essentials To The Piano","piano-from-zero-to-pro-beginner-essentials-to-play-by-ear-amosdoll","True",70,811,129,52,"Beginner Level",3.5,"2016-03-16","Musical Instruments"
"Piano: Learn 48 chords in 1 hour  and always remember how","piano-hack-28-chords-in-under-an-hour","True",120,1424,71,16,"Beginner Level",1.5,"2014-12-28","Musical Instruments"
"Walking Bass - Quick Start Guide","walking-bass-quick-start-guide","True",50,193,20,31,"All Levels",1,"2015-12-10","Musical Instruments"
"Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1)","beginner-guitar-lessons-learn-to-play-guitar-today","True",45,65,18,56,"Beginner Level",10,"2017-05-01","Musical Instruments"
"Blues Bass - Quick Start Guide","blues-bass-quick-start-guide","True",50,59,8,29,"All Levels",1.5,"2016-11-24","Musical Instruments"
"How to speak Pianish (beginner level)","pianish101","True",30,545,5,10,"Beginner Level",1,"2014-08-25","Musical Instruments"
"Gospel Piano Essentials","gospel-piano-essentials","True",30,668,39,46,"Intermediate Level",11.5,"2013-07-11","Musical Instruments"
"Instant Harmonica - play Leonard Cohen's Hallelujah now!","instant-harmonica-play-leonard-cohens-hallelujah-now","True",40,100,15,14,"All Levels",1.5,"2016-11-20","Musical Instruments"
"Guitar Crash Course (No Experience Necessary)","hub-guitar-crash-course","False",0,5769,78,29,"Beginner Level",1,"2015-01-22","Musical Instruments"
"Beginner Guitar Lessons - Your Complete Foundation Course","beginner-guitar-lessons-your-complete-foundation-course","True",60,293,30,162,"Beginner Level",18.5,"2016-04-11","Musical Instruments"
"Piano Building Blocks: Learn the 24 Most Common Chords","pianobuildingblocks","True",50,492,10,17,"Beginner Level",1.5,"2016-03-07","Musical Instruments"
"Learn to Play the Oboe: Beginner to Pro in Under Four Hours","oboe-a-beginners-guide","True",50,500,39,74,"Beginner Level",5,"2015-01-01","Musical Instruments"
"Playing Piano By Ear: Complete Guide for Aspiring Musicians","learn-piano-by-ear","True",150,346,26,59,"All Levels",4.5,"2015-11-20","Musical Instruments"
"Discover the fun of Spoon playing a beginners course","learn-to-play-spoons","True",65,353,13,25,"All Levels",1,"2015-06-25","Musical Instruments"
"Country Guitar Fundamentals","country-guitar-fundamentals","True",50,1174,39,23,"Intermediate Level",1.5,"2016-12-23","Musical Instruments"
"Discover Classical Guitar Level 1","discover-classical-guitar-level-1","True",25,1513,38,19,"Beginner Level",1.5,"2015-06-21","Musical Instruments"
"PI-101 Top 10 Classical Piano Pieces for Beginners","pi-101-piano","False",0,6292,183,38,"Beginner Level",1,"2016-05-30","Musical Instruments"
"Get started playing blues harmonica","get-started-playing-blues-harmonica","False",0,6853,398,23,"Beginner Level",0.62,"2015-03-30","Musical Instruments"
"Rockabilly Guitar For Beginners","rockabilly-guitar-for-beginners","True",40,475,125,36,"Beginner Level",2,"2016-02-21","Musical Instruments"
"Beginner Piano","beginner-piano","True",20,776,79,89,"Beginner Level",4,"2015-08-05","Musical Instruments"
"Step by Step Tabla Course- Indian Drums","indian-classical-tabla","True",20,1337,17,21,"Beginner Level",1,"2016-01-18","Musical Instruments"
"Play Piano 6 -Improvise on The Way We Were with Power Chords","play-piano-6-improvise-on-the-way-we-were-with-powe-chords","True",50,701,4,62,"All Levels",1.5,"2016-11-03","Musical Instruments"
"101 Blues riffs - learn how the harmonica superstars do it","play-harmonica-riffs-like-the-blues-harp-superstars-part-1","True",200,1350,65,55,"Intermediate Level",6.5,"2015-01-04","Musical Instruments"
"Learn To Play The Drums","learndrums","True",25,1141,88,74,"All Levels",8.5,"2015-05-28","Musical Instruments"
"Guitar: Master The Guitar Fretboard In 6 Easy Steps","fretboard-mastery","True",55,1203,26,10,"Beginner Level",1,"2015-10-12","Musical Instruments"
"Play Piano in 30 Days! - Start Playing NOW!","flyingstart","False",0,5188,410,58,"Beginner Level",3,"2015-07-26","Musical Instruments"
"Curso de Didgeridoo nivel principiante","curso-de-didgeridoo-nivel-principiante","True",50,0,0,31,"Beginner Level",1,"2016-04-11","Musical Instruments"
"ブルースギター入門","morimusictv","False",0,462,6,23,"All Levels",3.5,"2014-05-17","Musical Instruments"
"Pianoforall - Incredible New Way To Learn Piano & Keyboard","pianoforall-incredible-new-way-to-learn-piano-keyboard","True",200,75499,7676,362,"All Levels",30,"2014-08-07","Musical Instruments"
"The Professional Guitar Masterclass","the-professional-guitar-masterclass","True",200,21701,1340,136,"All Levels",9.5,"2015-04-28","Musical Instruments"
"Modern Rock Guitar Techniques","modern-rock-guitar-techniques","True",50,3157,375,32,"Intermediate Level",3,"2016-12-08","Musical Instruments"
"Complete Guitar System - Beginner to Advanced","complete-guitar-system-beginner-to-advanced","True",145,32935,2713,310,"All Levels",34,"2013-05-29","Musical Instruments"
"Guitar Super System Level 1","guitar-super-system-level-1-unlock-your-potential","True",50,10869,2257,104,"Intermediate Level",5,"2015-04-29","Musical Instruments"
"How to play Piano - Go from a BeginnerIntermediate to a Pro","how-to-play-piano-go-from-a-beginnerintermediate-to-a-pro/","True",200,5316,159,291,"All Levels",31,"2016-10-16","Musical Instruments"
"Guitar Super System Level 2","guitarsupersystemlevel2","True",50,4192,128,34,"Expert Level",1.5,"2015-11-30","Musical Instruments"
"LEARN HARMONICA amaze your friends and have fun - it's easy","benhewlettharmonicatuitionultimate-harmonica-course","True",200,8857,718,131,"All Levels",15.5,"2014-04-27","Musical Instruments"
"The Complete Piano & Music Theory Beginners Course","piano-lessons-music-theory-beginners-course","True",50,10435,665,23,"All Levels",1.5,"2016-09-15","Musical Instruments"
"Ultimate Beginner Guitar Masterclass","beginner-guitar-masterclass","True",200,8113,79,124,"Beginner Level",11.5,"2017-05-15","Musical Instruments"
"Quicklessons Piano Course - Learn to Play Piano by Ear!","quicklessons","True",200,7178,260,144,"All Levels",8.5,"2014-04-12","Musical Instruments"
"Learn guitar the Right way! Complete 'KickStarter course""","learn-guitar-the-right-way","True",150,2102,33,99,"Beginner Level",9,"2017-02-25","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 1","caged-system-guitar-level-1","True",45,1329,52,35,"All Levels",1.5,"2016-07-28","Musical Instruments"
"CAGED Pentatonic System for Guitar - Level 2","caged-system-guitar-level-2","True",45,1220,13,26,"All Levels",1.5,"2016-08-26","Musical Instruments"
"Learn to Play Piano From a Concert Pianist - For Beginners","learn-to-play-piano-from-a-concert-pianist-for-beginners","True",200,3206,18,17,"Beginner Level",1,"2015-11-22","Musical Instruments"
"#12 Hand Coordination: Let your Hands dance with Ballad 9","12-hand-coordination-let-your-hands-dance-with-ballad-9","True",75,482,1,47,"Intermediate Level",1.5,"2017-04-26","Musical Instruments"
"How To Make Money With A Cover Band","coverband","True",50,2498,12,25,"All Levels",3.5,"2017-03-30","Musical Instruments"
"How To Play Guitar - For Absolute Beginners","how-to-play-guitar-for-absolute-beginners","True",35,478,3,18,"Beginner Level",1,"2017-05-01","Musical Instruments"
"Learn How to Improvise on Guitar in 30 Days","learn-how-to-improvise-on-guitar","True",200,1788,89,33,"Beginner Level",6,"2016-10-25","Musical Instruments"
"Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise","play-piano-8-play-over-the-rainbow-by-ear-free-improvise","True",50,1249,6,69,"All Levels",1.5,"2016-11-14","Musical Instruments"
"The Best Beginner Guitar Course Ever","the-best-beginner-guitar-course-ever","True",50,1976,252,16,"Beginner Level",1,"2014-11-25","Musical Instruments"
"Piano For SingerSongwriters 2: Pop/Rock Rhythm Immersion","piano-singersongwriter-rhythm/","True",100,567,37,24,"All Levels",1.5,"2016-08-29","Musical Instruments"
"Guitar: Learn 10 CCR Guitar Chord Progressions","classic-ccr-style","True",50,2045,8,24,"Beginner Level",2,"2016-08-25","Musical Instruments"
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""","play-piano-2-improvise-play-standards-by-ear-aura-lee","True",50,1204,8,56,"All Levels",1.5,"2016-10-30","Musical Instruments"
"Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds","learn-piano-10-tritone-chord-substitution-with-jazzy-sounds","True",60,1227,2,26,"All Levels",0.63,"2016-10-25","Musical Instruments"
"Getting Started with Playing Guitar","getting-started-with-playing-guitar","False",0,47652,1141,26,"Beginner Level",4,"2013-05-29","Musical Instruments"
"Piano Playing: Reading and Playing Classical Tunes Vol.II","piano-playing-reading-and-playing-classical-tunes-volii","True",40,1638,3,17,"Beginner Level",1.5,"2016-06-28","Musical Instruments"
"Harmonica Jamz: The Only Course on Jammin' with Friends","harmonicajamz","True",60,568,8,65,"Beginner Level",5,"2017-03-21","Musical Instruments"
"Guitar - Learn 10 Legendary Chord Progressions for Guitar","10-beginner-chord-progressions-","True",55,3013,15,28,"Beginner Level",1.5,"2015-06-14","Musical Instruments"
"Guitar - Blues Guitar for Beginners","beginner-blues-guitar","True",45,2795,26,25,"Beginner Level",1,"2015-05-22","Musical Instruments"
"Electric Guitar for Beginners - RockStarter Level 1","electric-guitar-for-beginners-rockstarter-level-1","True",40,491,5,29,"Beginner Level",2.5,"2017-03-30","Musical Instruments"
"The Circle of Fifths for Guitarists","the-circle-of-fifths-for-guitar","True",50,1018,2,5,"Intermediate Level",1.5,"2016-12-15","Musical Instruments"
"Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro","piano-runs-fills-2-play-rolling-cascading-runs-for-intro","True",70,2164,10,30,"All Levels",1,"2015-11-04","Musical Instruments"
"Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days","use-circle-of-5ths-to-play-a-song-in-12-keys-in-12-days","True",95,2415,16,115,"All Levels",2.5,"2015-02-17","Musical Instruments"
"Essential Theory and Technique for Guitar","essential-theory-and-technique-for-guitar","False",0,2285,34,22,"Beginner Level",2,"2017-02-25","Musical Instruments"
"Piano for Complete Beginners: Learn your first song today!","playing-piano-for-complete-beginners","True",40,1268,10,30,"Beginner Level",1,"2015-11-10","Musical Instruments"
