"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"Master the Art of Web Design with HTML & CSS","html-css-beginners","True",145,550,15,59,"All Levels",3,"2016-12-28","Web Development"
"Sell Courses On Your Own Website - No Coding Required!","sell-courses-on-your-own-website-no-coding-required","True",100,1032,9,21,"All Levels",1,"2016-04-18","Web Development"
"Implementing a Data Warehouse with SQL Server 2012 ","implementing-a-data-warehouse-with-sql-server-2012","True",85,1142,148,90,"All Levels",5,"2015-05-01","Web Development"
"Learning 200 jQuery Functions with 800 Examples","jquery-foundation","True",195,1766,38,118,"All Levels",18.5,"2015-02-24","Web Development"
"Create Complete Web Applications easily with APEX 5","create-web-apps-with-apex-5","True",30,912,128,81,"Intermediate Level",7,"2015-07-14","Web Development"
"Learn Gulp The Streaming Build System","gulp-101","True",25,1305,38,16,"All Levels",1.5,"2015-04-19","Web Development"
"Perfect React JS Course - Understand Relevant Details","perfect-react-js-course","True",200,653,20,25,"Beginner Level",1,"2017-01-17","Web Development"
"Create a classified website in 2 hours - guaranteed","create-a-classified-website-in-2-hours-guaranteed","True",50,3411,84,22,"All Levels",1,"2013-11-09","Web Development"
"Learn HTML And CSS From Scratch","html-and-css-from-scratch","False",0,11533,240,18,"Beginner Level",2,"2016-02-19","Web Development"
"Become a Certified Web Developer - Beginner to Expert","jquery101","True",200,3397,12,85,"All Levels",8,"2015-04-06","Web Development"
"Complete Bootstrap 4 course - build 3 projects","bootstrap-4-tutorials","False",0,7865,241,36,"All Levels",5,"2017-04-07","Web Development"
"Up and Running with Phalcon","up-and-running-with-phalcon-php","True",20,715,12,12,"All Levels",1.5,"2016-11-10","Web Development"
"HTML : HTML Awesomeness","html-awesomeness","True",25,988,23,27,"Beginner Level",0.63,"2016-08-17","Web Development"
"Build CRUD Application - PHP & Mysql","build-crud-application-php-mysql","False",0,4405,71,12,"Beginner Level",1.5,"2017-05-04","Web Development"
"All You Need To Know About AngularJS - Training On AngularJS","angularjs","True",50,1936,88,53,"All Levels",5,"2014-03-07","Web Development"
"PSD To a Creative Landing Page Using Twitter Bootstrap 3","psd-to-responsive-html5-css3-with-bootstrap-3","False",0,11666,546,20,"Beginner Level",4,"2016-04-07","Web Development"
"Ready for Production with Spring Boot Actuator","ready-for-production-with-spring-boot-actuator","True",55,361,26,49,"Intermediate Level",2.5,"2017-01-05","Web Development"
"AngularJS For Beginners","angularjs-for-beginners-udemy","False",0,30531,1948,53,"All Levels",3,"2015-06-30","Web Development"
"Learning Path: Akka: Building Applications and Microservices","learning-path-akka-building-applications-and-microservices","True",200,88,8,55,"Intermediate Level",4.5,"2017-05-04","Web Development"
"Set up a localhost Web Server for Faster Website Development","localhost-web-server","True",30,55,13,31,"All Levels",1.5,"2017-06-12","Web Development"
"Mastering Meteor: Reactive Full Stack JavaScript","mastering-meteor-reactive-full-stack-javascript","True",95,494,46,37,"Expert Level",3,"2015-12-10","Web Development"
"Build A Professional Wordpress Website In An Hour","build-a-professional-wordpress-website-in-an-hour","True",20,1294,11,15,"All Levels",1,"2014-12-31","Web Development"
"Build a file hostingsharing site in less than 2 hours ","build-a-file-hosting-site-in-less-than-2-hours/","True",20,976,29,13,"All Levels",1.5,"2014-07-14","Web Development"
"Introduction to Java Programming for Online Learners","learning-to-program-in-java-a-supplement-for-online-academic-learners","True",200,1586,87,124,"Beginner Level",22,"2013-04-17","Web Development"
"Create full featured Landing Page in Ruby on Rails in 3 hour","rails-1-landing-page","True",30,1550,15,23,"All Levels",3,"2015-05-15","Web Development"
"How to create a  video blog with WordPress","how-to-create-a-blog-with-wordpress-video-blog","True",25,1209,8,62,"All Levels",4.5,"2016-03-29","Web Development"
"PHP For WordPress Development","php-for-wordpress-development","True",35,850,12,16,"Beginner Level",1,"2016-04-12","Web Development"
"Create a Professional Website Without ProgrammingCoding","create-professional-websites/","False",0,5421,93,20,"All Levels",1.5,"2015-01-17","Web Development"
"How to Build an Autocomplete System Like Google","how-to-build-an-autocomplete-system-using-javascript-and-php","True",30,255,5,9,"All Levels",1,"2016-10-12","Web Development"
"Master EmberJS : Learn Ember JS From Scratch","master-emberjs","True",120,707,59,103,"All Levels",6.5,"2015-07-10","Web Development"
"How To Make A Modern Wordpress BLOG 2017! Create Your Blog!","how-to-make-a-modern-wordpress-blog-2017-create-your-blog","False",0,6856,137,19,"Beginner Level",2,"2016-11-29","Web Development"
"Learn Top Ten PHP FrameWorks By Building Projects","learn-top-ten-php-frameworks-by-building-projects","True",60,1007,96,87,"All Levels",17.5,"2016-01-27","Web Development"
"How to Make a Video Blog Website From Scratch w Wordpress ","how-to-make-a-video-blog-website/","False",0,12952,163,22,"All Levels",1,"2015-10-21","Web Development"
"Build Websites And Apps By Outsourcing","outsourcing-development-work","True",20,2299,11,22,"All Levels",2,"2015-07-20","Web Development"
"Learning Path: Web Applications with Spring and Angular","learning-path-web-applications-with-spring-and-angular","True",200,19,2,33,"Expert Level",4,"2017-06-28","Web Development"
"Learn Ruby on Rails By Building Projects","learn-ruby-on-rails-building-projects","True",60,1736,79,47,"All Levels",13,"2014-11-12","Web Development"
"Canvas image Creator HTML5 JavaScript project from Scratch","canvas-image-maker-html5-javascript-project-from-scratch","True",100,2195,10,35,"Intermediate Level",3.5,"2016-03-06","Web Development"
"Javascript Essentials","javascript-essentials","False",0,47062,5590,41,"Beginner Level",8.5,"2016-01-20","Web Development"
"Devtools 2017: The Basics of Chrome Developer Tools","devtools-2017-the-basics-of-chrome-developer-tools","False",0,4569,108,18,"Beginner Level",1,"2017-04-14","Web Development"
"Chrome Extensions : Develop 5 chrome extensions from scratch","chrome-extension-dev","False",0,3655,85,44,"Beginner Level",2,"2017-03-30","Web Development"
"Learn how to quickly build websites using Wordpress","learn-how-to-quickly-build-websites-using-wordpress","False",0,15715,406,28,"All Levels",3.5,"2014-12-18","Web Development"
"Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM","advance-unix-commands","True",75,578,40,84,"Expert Level",5.5,"2017-01-27","Web Development"
"Develop a Professional OnePage WordPress site With No Coding","develop-a-professional-onepage-wordpress-site-with-no-coding","True",20,1747,13,13,"Beginner Level",1.5,"2016-08-29","Web Development"
"PHP Specialist (2017 Edition)","php-specialist-2017","True",100,197,11,53,"Beginner Level",3.5,"2017-03-28","Web Development"
"Python Programming: Create an Digital Marketplace in Django","coding-for-entrepreneurs-marketplace-daily-deals","True",195,4198,145,161,"All Levels",26,"2013-10-20","Web Development"
"Create Ajax Chat App with PHP & Mysql","create-ajax-chat-app-with-php-mysql","True",45,540,11,19,"Beginner Level",1,"2017-04-15","Web Development"
"Mastering Thymeleaf with Spring","mastering-thymeleaf-with-spring","True",75,942,161,64,"All Levels",4.5,"2016-02-05","Web Development"
"Learn Rails Programming in Less than 2 Hours","learn-rails-programming-in-less-than-2-hours","True",35,2470,24,19,"All Levels",2.5,"2015-09-23","Web Development"
"Wordpress Backup & Restore","wordpress-backup-restore","True",95,478,37,18,"All Levels",1.5,"2016-09-15","Web Development"
"Learn JavaScript Dynamic Interactive Projects for Beginners","learn-javascript-dynamic-interactive-projects-for-beginners","True",100,2558,12,36,"Beginner Level",3,"2016-02-14","Web Development"
"Build Modern Websites Super Fast","build-modern-websites-in-1-hour","True",25,2178,22,19,"All Levels",1.5,"2016-03-10","Web Development"
"SAP - Learn SAPUI5 Professional Development","learn-sapui5","True",195,860,201,56,"All Levels",7,"2016-04-25","Web Development"
"Wordpress Security","easy-wordpress-security","True",95,2888,26,24,"All Levels",2.5,"2015-04-13","Web Development"
"Learn HTML5 At Your Own Pace. Ideal for Beginners","learning-html5","True",50,3026,60,67,"All Levels",7,"2012-02-28","Web Development"
"Build an Amazon clone: Nodejs + MongoDB + Stripe Payment","build-an-amazon-clone-nodejs-stripe-elasticsearch","True",20,2164,290,70,"All Levels",8.5,"2016-01-08","Web Development"
"Build Real World Websites from Scratch using HTML5 and CSS3","web-development-html5-css3","True",195,10874,114,59,"Beginner Level",7.5,"2016-01-25","Web Development"
"How to become an App Developer","how-to-become-an-app-developer","True",200,1935,17,10,"Beginner Level",1,"2017-05-19","Web Development"
"Modern JavaScript: Building Real-World Real-Time Apps","real-world-real-time-modern-javascript","True",50,1871,154,60,"Intermediate Level",13.5,"2016-03-30","Web Development"
"JavaScript Introduction to Object Oriented JavaScript","javascript-introduction-to-object-oriented-javascript","True",90,7789,59,23,"Beginner Level",1.5,"2015-10-01","Web Development"
"Core HTML How to get online quickly HTML to HTML5 ","web-development-introduction-html-html5-course","True",90,10394,33,34,"Beginner Level",3.5,"2015-08-21","Web Development"
"Building Websites JavaScript and the DOM","building-websites-learn-javascript-and-the-dom","True",120,17759,64,37,"Beginner Level",3,"2016-09-26","Web Development"
"Complete Login and Registration System in PHP and MYSQL","login-and-registration-system-in-php-and-mysql-step-by-step","True",200,4714,149,28,"All Levels",4,"2015-07-16","Web Development"
"The Complete E-Commerce Web Developer Course 5.0","e-commerce-web-developer-course","True",195,3209,58,96,"All Levels",12.5,"2016-09-13","Web Development"
"HTML5 canvas Bootcamp for beginners 25 easy steps","html5-canvas-course-for-beginners","True",120,14118,30,27,"Beginner Level",2,"2016-03-01","Web Development"
"Advanced HTML5 Tutorial for Web Developers","advanced-html5-for-web-developers","True",50,11847,57,57,"All Levels",7.5,"2012-10-17","Web Development"
"Learn the Basics of Programming for Marketers","basic-programming-for-marketers","True",55,11339,43,26,"Beginner Level",3.5,"2015-04-21","Web Development"
"Css For Beginners","css-made-simple-for-beginners-learn-to-style-a-website-page","True",85,1156,13,28,"Beginner Level",2.5,"2015-10-21","Web Development"
"GRUNT js: Automate web development tasks and save your time","gruntjs-automate-web-development-tasks-and-save-your-time","True",55,1534,33,18,"All Levels",1.5,"2015-03-02","Web Development"
"Mastering Web and Mobile Debugging Using Chrome Dev Tools","mastering-web-and-mobile-debugging-using-chrome-dev-tools","True",195,1102,12,21,"All Levels",2,"2016-01-29","Web Development"
"HTML : Beginner Guide to HTML writing","html-beginner-guide","True",20,783,20,13,"Beginner Level",0.62,"2016-07-28","Web Development"
"Build Web Apps Using EmberJS: The Complete Course","build-web-apps-using-emberjs-the-complete-course","True",40,627,126,31,"All Levels",4.5,"2015-12-10","Web Development"
"SharePoint 2013 Development using C# - Part I","sharepoint2013development","True",50,891,101,119,"All Levels",8.5,"2014-11-06","Web Development"
"SAP Crystal Reports with ASP.Net (Step by step)","sap-crystalreports-for-beginners","False",0,7484,304,5,"Beginner Level",1,"2015-03-04","Web Development"
"Building Responsive Data Visualizations with D3 JS","building-responsive-data-visualizations-with-d3js","True",85,876,59,28,"All Levels",2,"2015-06-12","Web Development"
"Learn Rails Programming in Less than 30 Minute - Lite","learn-rails-programming-in-less-than-30-minute-lite","True",20,1235,25,7,"All Levels",0.63,"2016-01-06","Web Development"
"SASS - Beginner Crash Course","sass-beginner-crash-course","True",25,1143,34,13,"Beginner Level",1,"2015-02-12","Web Development"
"Angular 2 Fundamentals for Web Developers","angular-2-fundamentals-for-web-developers","True",40,450,61,41,"All Levels",6,"2016-04-14","Web Development"
"Easily Learn Web Development With Drop & Drag: OptimizePress","optimizepress","True",20,1442,9,25,"Beginner Level",2,"2015-01-23","Web Development"
"XML XSLT - Crash Course for Beginners","xml-xslt-crash-course-for-beginners","True",45,426,4,9,"All Levels",1,"2017-02-19","Web Development"
"Create Your Own Successful Online School To Sell Courses","create-an-online-school-website-with-joomla","True",95,2814,14,39,"Beginner Level",2,"2014-11-18","Web Development"
"Flask Tutorial Step by Step","python-flask-tutorial-step-by-step","False",0,4645,171,19,"Intermediate Level",2,"2017-02-28","Web Development"
"Ruby on Rails a Beginners Guide ","ruby-on-rails-a-beginners-guide-free","False",0,13130,346,88,"Beginner Level",6.5,"2016-03-18","Web Development"
"Mastering Basic CSS Selectors.","mastering-basic-css-selectors","False",0,3933,23,14,"Beginner Level",3,"2017-05-09","Web Development"
"Create a Website Similar to Facebook from Scratch!","clone-facebook","True",25,2197,9,12,"All Levels",1.5,"2016-02-09","Web Development"
"Comprehensive TypeScript","typescript101","True",125,1318,78,51,"All Levels",4.5,"2015-04-13","Web Development"
"Essential HTML CSS & HTML5 Training","essential-html-css-html5-training","True",50,1553,35,43,"Beginner Level",5.5,"2015-04-12","Web Development"
"HTML 5 and CSS 3 - tricks and workarounds","html5-css3-tricks-and-workarounds","True",80,2007,10,113,"All Levels",5.5,"2016-02-18","Web Development"
"How to Register a Domain Set Up Hosting and Edit Web Pages","register-domain-setup-hosting-create-web-page","True",45,1540,19,39,"Beginner Level",3,"2015-05-21","Web Development"
"WordPress Plugins Treasure Chest","best-wordpress-plugins-treasure-chest","True",25,1655,10,44,"Intermediate Level",3,"2015-08-06","Web Development"
"Practical Understanding of PHP and MySQL","practical-understanding-of-php-and-myqsl-demo","False",0,12201,217,24,"Beginner Level",5.5,"2016-07-06","Web Development"
"AngularJS for Beginners Single-Page Applications Made Easy","angularjs-tutorial","True",200,1284,46,30,"All Levels",1.5,"2014-11-18","Web Development"
"Building a Social Network in PHP & MySQL From Scratch","social-network-in-php-mysql","True",50,869,125,78,"All Levels",14,"2015-03-17","Web Development"
"XML DOM - Crash Course for Beginners","xml-dom-crash-course-for-beginners","True",45,396,6,8,"All Levels",0.57,"2017-02-19","Web Development"
"Create a Powerful Website with the Cool Bootstrap Framework","e107-tutorial-for-beginner-build-bootstrap-website","False",0,7142,41,25,"All Levels",4,"2016-02-02","Web Development"
"HTML5 and CSS3 -Start building beautiful websites","html5-and-css3-crash-course","True",150,1414,14,22,"All Levels",2.5,"2015-05-14","Web Development"
"Getting Started as a Web Developer","refactoru-getting-started-as-a-web-developer","False",0,9833,241,15,"Beginner Level",1,"2014-08-16","Web Development"
"Learn Laravel: Create Your Web App Step-By-Step","laravel-5-course-learn-php-laravel","True",45,604,47,35,"All Levels",4,"2015-05-20","Web Development"
"Professional Web Scraping with Java","learn-web-scraping-with-java-in-just-1-hour","True",50,685,37,14,"Intermediate Level",1,"2016-05-16","Web Development"
"3D Programming with WebGL and Babylon.js for Beginners","webgl-tutorial","True",200,549,49,18,"Intermediate Level",2,"2015-08-31","Web Development"
"Learn to make a colorful one page website","learn-to-make-a-colorful-one-page-website","True",200,1220,16,16,"All Levels",0.57,"2015-06-05","Web Development"
"WordPress Plugin Tutorial","wordpress-plugin-tutorial","True",40,1588,8,15,"Beginner Level",0.57,"2015-05-14","Web Development"
"Introduction to HTML","refactoru-intro-html","False",0,8371,212,18,"Beginner Level",1.5,"2014-08-30","Web Development"
"Learn JavaScript From Scratch:Become Top Rated Web Developer","learnjsandbecometopratedwebdeveloper","True",65,2570,17,87,"All Levels",5,"2017-06-29","Web Development"
"Installing Wordpress 4 - Installation Registrars & Hosting","installing-wordpress-domain-registrars-and-web-hosting","True",45,6117,188,28,"Beginner Level",2.5,"2014-10-31","Web Development"
"Learn PHP Programming for Absolute Beginners","learn-php-programming-for-absolute-beginners","True",35,5368,78,20,"All Levels",2,"2015-08-05","Web Development"
"WordPress for Beginners 2017 + Google AdSense Implementation","wordpress-tutorial-for-beginners-and-google-adsense-implementation","True",195,2225,14,64,"All Levels",6.5,"2017-06-05","Web Development"
"JavaScript for beginners in 1 hour","learn-javascript-in-1-hour-and-create-a-game-in-javascript","True",95,2086,56,22,"Beginner Level",1,"2016-12-12","Web Development"
"HTML5 and CSS for Beginner To Expert","html5-and-css-for-beginner-to-expert","True",20,1732,15,48,"All Levels",4.5,"2017-06-06","Web Development"
"Become a Kick-Ass Web Developer: From Newbie to Pro","become-a-web-developer","True",200,6751,44,353,"All Levels",48.5,"2014-10-02","Web Development"
"Django Tutorial: Build Your First App Fast & Free! ","create-your-first-django-website-fast-free","True",20,5228,180,27,"Beginner Level",2.5,"2015-09-08","Web Development"
"Create a social network using PHP Mysqli HTML Css and JQuery","create-a-social-network-using-php-mysqli-html-css-and-jquery","True",40,1477,17,27,"Intermediate Level",6,"2017-04-24","Web Development"
"PHP - Send and Receive Mobile Text Messages (SMS)","php-send-and-receive-mobile-text-messages-sms","True",50,1626,81,18,"All Levels",1.5,"2016-06-15","Web Development"
"Complete PHP Course with OOP Start to Finish!","complete-object-oriented-programming-in-php-start-to-finish","True",200,4529,54,29,"All Levels",2,"2015-11-26","Web Development"
"Coding Made Easy: HTML & CSS For Beginners","coding-made-easy-html-css-for-beginners","True",40,3254,92,16,"Beginner Level",1.5,"2016-06-07","Web Development"
"WordPress Security - The Ultimate Security Guide","wordpress-the-ultimate-security-guide","True",60,2267,17,29,"All Levels",1.5,"2015-01-04","Web Development"
"How to Make a Single Page Website for Freelancers & Agencies","how-to-make-a-portfolio-website-for-freelancers-agencies","False",0,17463,283,30,"All Levels",1.5,"2015-10-15","Web Development"
"Learn to Use jQuery UI Widgets","learn-to-use-jquery-ui-widgets","False",0,23669,521,9,"Beginner Level",1,"2013-06-23","Web Development"
"Learn to Create Responsive Layouts in 30 Minutes","learn-to-create-responsive-layouts-in-30-minutes","False",0,5301,174,6,"Beginner Level",0.5,"2017-01-17","Web Development"
"Web Building Starter Pack. Html Css and JQuery Animations","web-building-starter-pack-html-css-and-jquery-animations","True",30,1033,16,42,"All Levels",7.5,"2016-10-07","Web Development"
"Getting Started with Angular 2+","getting-started-with-angular-2","False",0,6909,401,14,"Beginner Level",2,"2017-04-27","Web Development"
"Intro to PHP Web Application Development with Symfony","symfony-development","True",200,4040,72,20,"Beginner Level",1.5,"2013-09-06","Web Development"
"Learn OAuth 2.0 - Theory and Hands On","learn-oauth-20-theory-and-hands-on","True",145,546,69,21,"All Levels",3,"2016-10-17","Web Development"
"Learning CSS3 - A Comprehensive Tutorial For Web Developers","learning-css3","True",50,2459,107,101,"All Levels",8,"2012-05-24","Web Development"
"Professional WordPress Theme Development from Scratch","photoshop-psd-to-wordpress-theme-development-from-scratch","True",200,1284,173,301,"All Levels",25.5,"2015-10-13","Web Development"
"PHP Zend Framework 1.11:Creating a CRUD Application","zend-framework-111creating-a-crud-application","True",40,1122,5,7,"All Levels",0.58,"2016-11-24","Web Development"
"Write quicker HTML5 and CSS 3; productivity hacks with emmet","write-quicker-html5-and-css-3-productivity-hacks-with-emmet","False",0,13016,286,15,"All Levels",1.5,"2016-03-03","Web Development"
"The Ultimate jQuery Course","essential-jquery-training","True",20,1098,15,54,"All Levels",2.5,"2015-11-13","Web Development"
"Build an Advanced Single Page with Bootstrap & WordPress","single-page-design-with-bootstrap-css-html5-js-parallax","True",95,481,75,77,"Intermediate Level",6,"2015-04-08","Web Development"
"Master all PHP ideas 2017 to build any project","master-all-php-ideas-2017-to-build-any-project","True",50,376,19,49,"Beginner Level",3,"2017-02-12","Web Development"
"A Beginner's Guide to the Meteor JavaScript Framework","meteorjs","True",50,898,132,40,"Beginner Level",2,"2014-09-27","Web Development"
"Create an E-commerce website without any coding","create-an-e-commerce-website-without-any-coding","True",20,1393,40,9,"All Levels",0.52,"2014-12-18","Web Development"
"Learn To Build Apps Using Play Framework","learn-to-build-apps-using-play-framework","True",40,434,69,23,"All Levels",5.5,"2016-06-07","Web Development"
"Introducing Ionic 2","introducing-ionic-2","True",50,394,78,22,"Beginner Level",1.5,"2016-02-08","Web Development"
"Learn Laravel with Database Migration & Seeding & Faker","laravel-53-migra-migration-seeding-faker-tinker","True",20,263,14,7,"All Levels",1,"2017-01-09","Web Development"
"Create a Client Network by Hosting WordPress Sites","create-a-client-network-by-hosting-wordpress-sites","True",35,1061,8,17,"Intermediate Level",1,"2015-03-02","Web Development"
"Introduction to PHP Slim Microframework","introduction-to-php-slim-microframework","True",20,1312,19,11,"Intermediate Level",1,"2015-08-07","Web Development"
"ASP :basics for beginners","asp-basics-for-beginners","True",35,764,7,8,"All Levels",1,"2016-09-29","Web Development"
"WordPress Development With NodeJS Gulp Composer & More","wordpress-development-with-nodejs-gulpjs-composer-sass-more","True",25,289,30,30,"Intermediate Level",4,"2016-10-25","Web Development"
"Become PHP Facebook Developer: Password-Less Authentication","php-facebook-developer-password-less-authentication","True",195,4001,8,37,"All Levels",4,"2017-05-07","Web Development"
"How To Create Your Very First Website With HTML and CSS","how-to-create-a-website-with-html-and-css","True",100,5097,196,37,"Beginner Level",2,"2016-04-09","Web Development"
"Learn JSON for beginners with JavaScript","json-javascript-course","True",200,3193,10,23,"Beginner Level",1.5,"2017-06-30","Web Development"
"Ultimate guide to Social Media Web development integration ","ultimate-guide-to-social-media-web-development-integration","True",200,11011,13,36,"All Levels",2.5,"2015-09-20","Web Development"
"A Complete Laravel basics from beginner to expert","learn-laravel-from-beginner-to-expert","True",25,3492,61,12,"All Levels",1.5,"2016-12-06","Web Development"
"JQuery Basics - Learn JQuery From Scratch","jquery-basics-learn-jquery-from-scratch","True",100,3559,24,18,"Beginner Level",1,"2017-06-18","Web Development"
"Learn MeteorJS By Building 10 Real World Projects","learn-meteorjs-by-building-10-real-world-projects","True",50,2784,221,79,"All Levels",15,"2015-07-28","Web Development"
"JavaScript Basics for Beginners Introduction to coding","learn-javascript-for-beginners-introduction-to-coding-course","True",150,5495,52,18,"Beginner Level",1.5,"2016-02-17","Web Development"
"AngularJS Masterclass - Deep Dive & Understand AngularJS","angularjs-masterclass","True",100,2912,309,85,"All Levels",6,"2015-03-04","Web Development"
"HTML5 for beginners","html-complete-html-course-for-beginners","True",195,9687,59,59,"Beginner Level",5,"2015-04-24","Web Development"
"All in one HTML CSS and JQuery","all-in-one-html-css-and-jquery","True",20,3444,35,16,"All Levels",3,"2017-01-27","Web Development"
"Responsive Design with NEW Materialize","responsive-design-with-new-google-materialize","True",75,12629,88,36,"All Levels",1.5,"2015-07-23","Web Development"
"Create a Responsive Business Website with WordPress","creating-a-business-website-with-a-responsive-design","True",95,1659,73,38,"All Levels",5.5,"2013-03-25","Web Development"
"PHP webservices","php-webservices","True",30,1305,25,8,"All Levels",0.57,"2016-08-31","Web Development"
"JavaScript Promises: Applications in ES6 and AngularJS","javascript-promises-applications-in-es6-and-angularjs","True",75,651,52,20,"Beginner Level",2.5,"2015-11-06","Web Development"
"Learn to build 20 websites and build 14 iOS9 apps with swift","learn-to-build-20-websites-and-build-14-ios9-apps-with-swift","True",40,1926,9,458,"All Levels",22.5,"2015-07-24","Web Development"
"Professional CSS Flexbox","css-flexbox","True",35,396,130,21,"Intermediate Level",0.72,"2016-04-07","Web Development"
"XML :basics for beginners","xml-basics-for-beginners","True",40,1062,12,11,"All Levels",0.65,"2016-09-26","Web Development"
"How to create Paypal and Credit card Payment Buttons","how-to-create-paypal-and-credit-card-payment-buttons","True",65,578,6,8,"Beginner Level",1,"2016-11-17","Web Development"
"Customizr - Learn WordPress with the ultimate creative theme","wpcustomizrcourse","False",0,4735,81,69,"Beginner Level",5,"2016-05-05","Web Development"
"How To Create a Local Wordpress Environment","how-to-create-a-local-wordpress-environment","False",0,4306,163,12,"Beginner Level",0.52,"2016-02-07","Web Development"
"Fun and creative web engineering with Python and Web2py","web-engineering-with-python-and-web2py","False",0,10917,319,25,"All Levels",2,"2015-06-09","Web Development"
"WordPress for Beginners - Build Your First Website in 2017","from-novice-to-ninja-the-complete-wordpress-training-course","True",100,1701,125,88,"Beginner Level",7,"2015-06-23","Web Development"
"Learn to Make an Animated Image Gallery using HTML5","learn-to-make-an-animated-image-gallery-using-html5","False",0,11080,165,7,"Beginner Level",1,"2014-11-20","Web Development"
"Projects in Foundation Framework - Learn By Building 10 Apps","foundation-framework-course","True",50,636,33,54,"All Levels",10,"2015-07-27","Web Development"
"Drupal for Beginners","getting-started-with-drupal-for-total-beginners","True",30,1478,18,83,"Beginner Level",5,"2015-01-26","Web Development"
"Laravel : CRUD Application Using AJAX In Laravel 5.3","laravel-53-crud-application-with-ajax","True",20,362,19,8,"Intermediate Level",1,"2017-01-09","Web Development"
"Foundations of Front-End Web Development","foundations-of-front-end-development","False",0,8337,300,129,"Beginner Level",20.5,"2014-12-12","Web Development"
"Angular 2 - Superheroic Framework","marutiangular2","True",20,702,21,30,"Beginner Level",3,"2016-05-04","Web Development"
"Social Network Web Development","how-to-create-a-social-network-site-from-scratch","True",200,2698,29,57,"All Levels",8,"2013-09-03","Web Development"
"For Free - Deploy Quickly Spring Boot on Heroku With MySQL","learn-quickly-deploying-spring-boot-app-on-heroku-with-mysql","True",95,177,19,10,"All Levels",1,"2016-08-06","Web Development"
"Building Web Applications with Spring MVC","building-web-applications-with-spring-mvc","True",85,714,48,28,"All Levels",3,"2014-12-09","Web Development"
"HTML5 CSS3 & Bootstrap - How to Create a Responsive Website","html5-css3-bootstrap-how-to-create-a-responsive-website","True",20,1062,20,32,"All Levels",3.5,"2015-07-31","Web Development"
"HTML & CSS - Learn to build sleek websites ","html-css-learn-to-build-sleek-websites","True",55,1552,14,44,"All Levels",3.5,"2014-10-21","Web Development"
"Master Angular 2 - The No Nonsense Course","angular-2-tutorial","True",25,102,27,36,"Beginner Level",2.5,"2016-11-24","Web Development"
"Master ASP . NET 4 from scratch","masteraspnet","True",50,613,135,116,"All Levels",16,"2015-08-18","Web Development"
"CoffeeScript: The Good Parts—Write Better javaScript","coffeescript","True",50,2152,19,15,"Beginner Level",2.5,"2015-01-13","Web Development"
"Mastering Magento","mastering-magento","True",85,1063,101,40,"All Levels",3.5,"2014-12-15","Web Development"
"Ultimate JavaScript Strings","js-strings","False",0,3142,117,20,"Beginner Level",0.62,"2016-07-29","Web Development"
"Your Own Site in 45 Min: The Complete Wordpress Course","wordpress-sites","True",120,1566,29,36,"All Levels",4,"2015-04-20","Web Development"
"Redirect Your Visitors By Country Easily -Wordpress Tutorial","redirect-your-visitors-by-country-easily-wordpress-tutorial","True",20,2306,3,24,"Beginner Level",1,"2015-02-05","Web Development"
"Learn Knockout JS Framework from GroundUp","learn-knockout-js-framework-from-groundup","True",40,633,104,31,"All Levels",5,"2015-10-15","Web Development"
"Build Responsive Websites  in an Hour using Portalfin","build-website","False",0,2859,42,17,"All Levels",0.73,"2016-09-25","Web Development"
"Master Riot: Learn Riot.js from Scratch","master-riot","True",125,299,75,34,"Intermediate Level",3.5,"2016-07-14","Web Development"
"Learn W3.CSS","learn-w3css","True",50,1002,7,10,"All Levels",0.57,"2016-09-01","Web Development"
"Learning Axure RP","learning-axure-rp","True",75,631,103,65,"All Levels",4.5,"2015-04-08","Web Development"
"Complete guide to install Wordpress PHP on CloudAWS or VPS","a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps","True",50,1386,17,28,"All Levels",3,"2016-01-06","Web Development"
"Kids Coding -Introduction to HTML CSS and JavaScript","kids-coding-introduction-to-html-css-and-javascript","True",200,2355,143,215,"Beginner Level",7,"2012-11-26","Web Development"
"Introduction to Voice Design with Amazon's Alexa","amazonalexa","False",0,6742,1036,6,"Beginner Level",0.68,"2016-01-18","Web Development"
"How to Create a Social Network For a Niche-Related Community","how-to-create-a-social-network","True",100,1853,34,39,"All Levels",2,"2015-07-12","Web Development"
"Webpack 1 & 2 - The Complete Guide","webpack-complete-guide","True",40,252,46,79,"All Levels",6.5,"2017-03-10","Web Development"
"Star Rating Project AJAX with JSON response from PHP MySQL","star-rating-project-ajax-with-json-response-from-php-mysql","True",120,1302,18,22,"Beginner Level",1.5,"2016-01-13","Web Development"
"Wordpress for beginners :Build Websites Fast without Coding ","wordpress-create-websites-fast-wo-coding-and-make-money","True",50,1658,72,68,"All Levels",5,"2015-09-08","Web Development"
"ASP.Net MVC Quick Start","aspnet-mvc-quick-start","False",0,15092,1234,65,"Intermediate Level",5.5,"2016-08-23","Web Development"
"Build a Chatbot integrated Website using Bootstrap 4","build-a-chatbot-integrated-website-using-bootstrap-4","True",50,165,13,28,"All Levels",3,"2017-04-28","Web Development"
"How To Create A WordPress Website Without Paying A Developer","wordpress-website-in-under-one-hour","True",20,4333,16,17,"Beginner Level",1,"2014-10-20","Web Development"
